extensions/gdx-tools/src/com/badlogic/gdx/tools/bmfont/BitmapFontWriterTest.java,https://github.com/libgdx/libgdx,"System.out.println(""Cap Height: "" + capHeight + "" : "" + loadedFontcapHeight)",520d780da60c77603e10d9acf8ed2601adc7ca6c,811448a088f04fa2ebbfb31477f83331fd45d0c6,ADDED_WITH_FILE
extensions/gdx-tools/src/com/badlogic/gdx/tools/bmfont/BitmapFontWriterTest.java,https://github.com/libgdx/libgdx,"System.out.println(""Line height: "" + lineHeight + "" : "" + loadedFontlineHeight)",520d780da60c77603e10d9acf8ed2601adc7ca6c,811448a088f04fa2ebbfb31477f83331fd45d0c6,ADDED_WITH_FILE
backends/gdx-backend-moe/src/com/badlogic/gdx/backends/iosmoe/IOSApplicationLogger.java,https://github.com/libgdx/libgdx,"Log.d(tag, message, exception)",23a4581d5fc0a2db3f112b4de7143aaca33a8671,d87912235e36f7b2dfe888fdc0d3386d1748ca09,ADDED_WITH_FILE
extensions/gdx-tools/src/com/badlogic/gdx/tools/bmfont/BitmapFontWriterTest.java,https://github.com/libgdx/libgdx,"System.out.println(""Space X advance: "" + spaceXadvance + "" : "" + loadedFontspaceXadvance)",520d780da60c77603e10d9acf8ed2601adc7ca6c,811448a088f04fa2ebbfb31477f83331fd45d0c6,ADDED_WITH_FILE
extensions/gdx-tools/src/com/badlogic/gdx/tools/bmfont/BitmapFontWriterTest.java,https://github.com/libgdx/libgdx,"System.out.println(""xHeight: "" + xHeight + "" : "" + loadedFontxHeight)",520d780da60c77603e10d9acf8ed2601adc7ca6c,811448a088f04fa2ebbfb31477f83331fd45d0c6,ADDED_WITH_FILE
backends/gdx-backend-robovm-metalangle/src/com/badlogic/gdx/backends/iosrobovm/IOSApplication.java,https://github.com/libgdx/libgdx,setApplicationLogger(new IOSApplicationLogger()),e03b757caed03d69083ab9c4f5ffe9e594fef1e3,eaa9d3549569ce8ef504c113ab321e5406864e79,ADDED_WITH_FILE
extensions/gdx-tools/src/com/badlogic/gdx/tools/bmfont/BitmapFontWriterTest.java,https://github.com/libgdx/libgdx,"System.out.println(""Ascent: "" + ascent + "" : "" + loadedFontascent)",520d780da60c77603e10d9acf8ed2601adc7ca6c,811448a088f04fa2ebbfb31477f83331fd45d0c6,ADDED_WITH_FILE
extensions/gdx-tools/src/com/badlogic/gdx/tools/bmfont/BitmapFontWriterTest.java,https://github.com/libgdx/libgdx,"System.out.println(""Descent: "" + descent + "" : "" + loadedFontdescent)",520d780da60c77603e10d9acf8ed2601adc7ca6c,811448a088f04fa2ebbfb31477f83331fd45d0c6,ADDED_WITH_FILE
tests/gdx-tests-android/src/com/badlogic/gdx/tests/android/LiveWallpaper.java,https://github.com/libgdx/libgdx,"Log.i(""LiveWallpaper test"", ""offsetChange(xOffset:"" + xOffset + "" yOffset:"" + yOffset + "" xOffsetSteep:"" + xOffsetStep\n\t\t\t\t+ "" yOffsetStep:"" + yOffsetStep + "" xPixelOffset:"" + xPixelOffset + "" yPixelOffset:"" + yPixelOffset + "")"")",d10bc02196197495b2f9322ea7319708afd2704e,4f8fe421b32900c5fdbf4aa8416ee4afee625925,UPDATED
tests/gdx-tests-android/src/com/badlogic/gdx/tests/android/LiveWallpaper.java,https://github.com/libgdx/libgdx,"Log.i(""LiveWallpaper test"", ""previewStateChange(isPreview:"" + isPreview + "")"")",d10bc02196197495b2f9322ea7319708afd2704e,4f8fe421b32900c5fdbf4aa8416ee4afee625925,UPDATED
tests/gdx-tests-lwjgl3/src/com/badlogic/gdx/tests/lwjgl3/AwtTestLWJGL.java,https://github.com/libgdx/libgdx,System.out.println(ManagementFactory.getRuntimeMXBean().getName()),53de67e9b53e7dcf425a3caf39d2cb66dba186e7,da31586cc111dd7a9360f75fe42a3c102bc93045,ADDED_INSIDE_METHOD
tests/gdx-tests-lwjgl3/src/com/badlogic/gdx/tests/lwjgl3/Lwjgl3TestStarter.java,https://github.com/libgdx/libgdx,"System.out.println(""OpenGL vendor: "" + Gdx.graphics.getGLVersion().getVendorString())",53de67e9b53e7dcf425a3caf39d2cb66dba186e7,da31586cc111dd7a9360f75fe42a3c102bc93045,ADDED_INSIDE_METHOD
tests/gdx-tests-lwjgl3/src/com/badlogic/gdx/tests/lwjgl3/Lwjgl3TestStarter.java,https://github.com/libgdx/libgdx,"System.out.println(""OpenGL renderer: "" + Gdx.graphics.getGLVersion().getRendererString())",53de67e9b53e7dcf425a3caf39d2cb66dba186e7,da31586cc111dd7a9360f75fe42a3c102bc93045,ADDED_INSIDE_METHOD
tests/gdx-tests-lwjgl3/src/com/badlogic/gdx/tests/lwjgl3/MultiWindowTest.java,https://github.com/libgdx/libgdx,System.out.println(Gdx.graphics.getGLVersion().getRendererString()),53de67e9b53e7dcf425a3caf39d2cb66dba186e7,da31586cc111dd7a9360f75fe42a3c102bc93045,ADDED_INSIDE_METHOD
backends/gdx-backend-android/src/com/badlogic/gdx/backends/android/AndroidLiveWallpaperService.java,https://github.com/libgdx/libgdx,"Log.d(TAG, "" > AndroidWallpaperEngine - onCreate() "" + hashCode() + "" running: "" + engines + "", linked: ""\n\t\t\t\t+ (linkedEngine == this) + "", thread: "" + Thread.currentThread().toString())",79cf00af53b7f38667291fbacf544d3074a811bd,0be3ba94aeb3fecd1c4c09deb3e95c154e8f2457,UPDATED
